        0.09       984.8        36.2        62.7        19.5        14.7        0.39     6893.42      254.02      437.88      136.22        87.8        0.13
        0.08       984.7       35.62          63       19.59        14.7        0.45     6893.32      253.03      439.08      136.41        87.9        0.13
        0.12       984.7        35.3        62.7        19.5        14.6        0.55     6893.22           ?           ?      136.51          88        0.12
        0.15      984.79       35.91          63        19.6        14.6        0.66     6893.21       251.6      439.48      136.61          88        0.14
        0.13       984.8        36.4        63.5        19.5        14.6        0.74     6893.29      252.02      440.69           ?          88        0.17
        0.12       984.7       35.41        63.9        19.5        14.6        0.79     6893.29      251.23      441.71           ?        87.9        0.14
        0.13       984.7        36.3        63.5           ?        14.6        0.82     6893.19           ?      442.31      136.69        87.8        0.14
        0.13       984.7        36.8        63.8        19.4        14.5        0.86     6893.09      251.73       443.4      136.59           ?        0.14
        0.12           ?        36.8        63.7        19.4        14.5        0.89     6893.09      252.91       444.1       136.4        87.5        0.11
        0.14       984.8        36.7        64.5        19.4        14.5        0.91     6893.19      254.31       445.9       136.3        87.4        0.09
        0.17       984.7        37.5           ?           ?        14.5        0.92      6893.1      255.91       447.9         136        87.3        0.16
        0.14       984.7        36.9        64.7        19.3        14.5        0.93        6893      256.41       449.1       135.8        87.2        0.18
        0.14       984.7        36.5        64.4        19.3        14.5        0.96        6893       257.5       449.6       135.6        87.1        0.18
        0.14       984.7        36.5        64.5        19.3        14.5        0.97        6893       257.7       450.6       135.4          87        0.19
        0.11       984.6        36.6        64.4        19.3        14.5        0.96      6892.9       257.5       451.2           ?          87        0.15
        0.09       984.7        36.8        64.3        19.3        14.5        0.94      6892.9       257.5       451.8       135.2          87        0.14
        0.16       984.7        37.8        64.5        19.4        14.5        0.96      6892.8       258.6       451.8       135.2          87        0.15
        0.18       984.7        38.4        64.8        19.4        14.5        0.97      6892.8       259.5       451.6       135.3          87        0.16
        0.18       984.7        37.5           ?        19.5        14.5        1.01      6892.8       260.1         452       135.5          87        0.21
           ?       984.7          38        65.2        19.5        14.5        1.06      6892.8       261.6       452.8       135.7          87        0.17
        0.15       984.7           ?        64.7        19.5        14.5        1.06      6892.8      262.52         453       135.9          87        0.12
        0.14       984.6        37.5        64.3        19.5        14.5        1.09      6892.8      263.42       452.9           ?          87         0.2
