3.635 2.309 3.753
3.330 2.971 3.628
3.826 3.007 2.286
2.537 2.851 3.728
3.582 3.731 3.651
3.289 3.668 3.180
2.122 3.602 3.029
3.785 3.501 2.125
2.767 2.793 3.378
3.088 2.193 3.277
2.509 3.304 2.627
2.996 3.486 2.404
3.960 2.939 2.340
2.280 3.553 2.887
3.127 3.577 2.036
2.278 2.569 2.022
3.550 3.707 2.804
2.419 3.023 3.371
3.315 3.117 2.020
3.756 2.098 2.756
3.738 2.904 3.126
2.121 2.711 3.551
2.179 2.899 3.781
2.459 2.106 2.160
3.907 3.248 3.561
2.377 3.357 3.052
2.306 3.784 3.875
2.299 3.111 2.909
2.346 3.928 3.349
2.065 3.563 3.370
2.306 3.634 2.624
3.590 3.317 3.949
2.543 2.506 2.743
2.584 3.632 3.100
2.886 3.099 3.327
3.862 3.896 3.339
2.206 3.145 3.498
3.541 2.415 2.122
2.893 2.763 2.898
2.412 2.636 3.768
3.196 3.082 3.135
3.609 2.091 3.400
2.702 3.397 3.627
3.556 3.358 2.508
2.207 2.205 2.298
2.764 3.376 3.281
2.112 2.021 3.317
2.371 2.722 3.116
0.800 0.187 0.203
0.074 0.084 0.116
0.009 0.754 0.690
0.107 0.705 0.954
0.081 0.327 0.936
0.919 0.474 0.976
0.949 0.187 0.469
0.269 0.497 0.948
0.453 0.970 0.767
0.835 0.582 0.654
0.291 0.437 0.113
0.400 0.962 0.411
0.297 0.143 0.898
0.476 0.748 0.588
0.200 0.725 0.682
0.144 0.197 0.556
0.759 0.749 0.019
0.669 0.159 0.224
0.877 0.310 0.774
0.331 0.484 0.268
0.562 0.283 0.931
0.124 0.825 0.283
0.086 0.171 0.366
0.514 0.352 0.711
0.006 0.245 0.365
0.531 0.468 0.425
0.455 0.969 0.432
0.190 0.829 0.600
0.960 0.030 0.773
0.739 0.978 0.986
0.592 0.313 0.361
0.584 0.761 0.058
0.100 0.579 0.392
0.144 0.584 0.934
0.529 0.863 0.726
0.436 0.628 0.461
0.198 0.570 0.339
0.960 0.404 0.697
0.540 0.306 0.404
0.672 0.745 0.169
0.726 0.433 0.031
0.521 0.529 0.032
0.863 0.729 0.618
0.373 0.264 0.563
0.572 0.966 0.705
0.271 0.297 0.574
0.343 0.426 0.886
0.954 0.885 0.282
0.132 0.835 0.335
0.606 0.911 0.242
3.289 3.668 3.180
2.122 3.602 3.029
