        4.03011         4.4982          4.243 (weight == 1)
         3.7367        3.57929         3.7614 (weight == 1)
        3.86253         3.1561         3.6361 (weight == 1)
         1.6556        2.79044         2.1818 (weight == 1)
        3.13498         3.8308         1.6613 (weight == 1)
         2.6633        2.90079         1.9702 (weight == 1)
        3.04511          1.069         3.7275 (weight == 1)
        4.45857        4.08928         4.5653 (weight == 1)
        3.82592         2.4823         2.6296 (weight == 1)
         3.5438        2.82784         3.0115 (weight == 1)
        4.62743         4.2167         2.4366 (weight == 1)
         3.9166        3.34306         2.9086 (weight == 1)
         3.0221         3.2164         4.1211 (weight == 1)
        3.96275        3.34534         2.2598 (weight == 1)
        3.94396         2.8256         2.3016 (weight == 1)
         1.7393        2.79858         2.1194 (weight == 1)
        4.20304         4.8389         4.7629 (weight == 1)
         2.0199        2.79597         2.1381 (weight == 1)
        4.33328        3.80614         3.1418 (weight == 1)
         2.8995         2.7328         3.4828 (weight == 1)
        4.57661        4.20009         4.8345 (weight == 1)
         4.7821         4.7628          4.684 (weight == 1)
        3.03136        3.06907         1.2781 (weight == 1)
        3.83189          2.094         2.2156 (weight == 1)
         1.0923        2.81499         2.8037 (weight == 1)
        3.08427         3.1952         1.5612 (weight == 1)
         3.6974        2.98006         1.7291 (weight == 1)
        4.63827         3.9515         2.6533 (weight == 1)
        4.18408        4.08775          3.778 (weight == 1)
         1.8721         4.0283         2.3903 (weight == 1)
        4.18631        4.09429         3.7605 (weight == 1)
         3.1344         1.8463         4.9449 (weight == 1)
        3.02908        3.07689         1.2435 (weight == 1)
         4.7432         3.6979         4.2761 (weight == 1)
        3.81454        3.26094         2.1589 (weight == 1)
          4.541         2.5741         3.1309 (weight == 1)
        4.25526        4.04586         3.4697 (weight == 1)
        3.25032         2.7478         3.4049 (weight == 1)
         2.9813         2.2397         4.6091 (weight == 1)
         4.7448        4.34305         4.4775 (weight == 1)
        3.41826         3.1544         1.9514 (weight == 1)
         2.5028        3.23186         3.5869 (weight == 1)
         3.2953         2.6477         3.5464 (weight == 1)
         2.8167        3.00471         1.9467 (weight == 1)
        3.02201         4.7498         1.2662 (weight == 1)
         2.9354         2.7699         2.6187 (weight == 1)
        3.23273         2.3958         2.8619 (weight == 1)
         2.6831         2.9514         1.6709 (weight == 1)
        3.08819         2.0653         3.7205 (weight == 1)
         4.1749        3.70379         3.3414 (weight == 1)
        5.57548         6.3206         4.1412 (weight == 1)
         6.0785        5.86911         3.5039 (weight == 1)
         6.0978         3.7062          6.535 (weight == 1)
        5.49072        4.06466         5.9645 (weight == 1)
         3.1287         4.5012         4.4647 (weight == 1)
         6.4666        3.43612         5.5261 (weight == 1)
         6.5907         3.0237         5.8723 (weight == 1)
        4.47108        4.10132         4.5922 (weight == 1)
         5.3579         4.1151         4.1088 (weight == 1)
         4.2013        4.11206         3.6774 (weight == 1)
         6.6656         3.2383         3.7599 (weight == 1)
          5.951        3.85945           4.83 (weight == 1)
        5.93548         3.4285         5.3805 (weight == 1)
        4.63827        4.25181         4.9774 (weight == 1)
         4.5157         4.5431         6.0219 (weight == 1)
        4.62153        4.23808         4.9399 (weight == 1)
          5.575          6.402         3.6759 (weight == 1)
         6.7356        3.37062          5.829 (weight == 1)
        5.57192         6.1328         3.8987 (weight == 1)
         5.8022         3.3647          6.136 (weight == 1)
          4.469         4.9282         5.5829 (weight == 1)
         6.2997        4.58776         4.0764 (weight == 1)
        4.50837           6.36         6.1904 (weight == 1)
         4.0618        4.90277         6.3732 (weight == 1)
         6.1317         3.8969          4.493 (weight == 1)
        4.79002        4.37395         5.2399 (weight == 1)
         3.4869         3.4774         6.2775 (weight == 1)
        4.72697         4.3248         5.1461 (weight == 1)
         4.9869         5.3639           3.33 (weight == 1)
        5.47456        4.07807         5.9531 (weight == 1)
         4.4613         6.5789         4.7983 (weight == 1)
         5.9296        5.65023          3.703 (weight == 1)
         6.2454         5.4812         3.2607 (weight == 1)
        4.31689        3.86752           3.23 (weight == 1)
        4.50206         5.9855         5.9905 (weight == 1)
          5.546        4.25036         4.3303 (weight == 1)
        6.21085         3.0586          5.511 (weight == 1)
          3.777        4.87865         5.9862 (weight == 1)
         6.0343         3.9523         5.0717 (weight == 1)
         3.9126        3.68384         3.5831 (weight == 1)
        4.78048         5.6331         4.6545 (weight == 1)
         4.1118        4.14381         4.6959 (weight == 1)
        4.51221         4.5701          6.033 (weight == 1)
        4.34432        3.99095         4.3348 (weight == 1)
         4.5222         4.9222         5.7561 (weight == 1)
        4.67562         4.2824         5.0549 (weight == 1)
         4.7354         3.7374         3.2236 (weight == 1)
         5.4183        4.06512         5.5234 (weight == 1)
        4.12359         3.5339         3.7394 (weight == 1)
        5.01137        4.41877          5.527 (weight == 1)
