          3.635        3.58669          3.753 (weight == 1)
        2.15825          2.971          3.628 (weight == 1)
        3.05304        3.52911          2.286 (weight == 1)
          2.537        3.55566          3.728 (weight == 1)
        2.53002          3.731          3.651 (weight == 1)
        2.43698        2.99742           3.18 (weight == 1)
          2.122          3.602          3.029 (weight == 1)
         3.0567        3.53498          2.125 (weight == 1)
         2.1684          2.793          3.378 (weight == 1)
          3.088        3.58524          3.277 (weight == 1)
        2.50825          3.304          2.627 (weight == 1)
          2.996          3.486          2.404 (weight == 1)
        3.04762        3.52042           2.34 (weight == 1)
           2.28        2.67179          2.887 (weight == 1)
          3.127          3.577          2.036 (weight == 1)
          2.278         2.6256          2.022 (weight == 1)
         3.0291        2.52783          2.804 (weight == 1)
        2.17865          3.023          3.371 (weight == 1)
        3.05689        3.53528           2.02 (weight == 1)
          3.756          2.098          2.756 (weight == 1)
        2.47518        2.88134          3.126 (weight == 1)
          2.121          2.711          3.551 (weight == 1)
          2.179        3.34423          3.781 (weight == 1)
        2.48944          2.106           2.16 (weight == 1)
          3.907        3.58678          3.561 (weight == 1)
        2.51743          3.357          3.052 (weight == 1)
          2.306          3.784          3.875 (weight == 1)
        2.55165        2.71004          2.909 (weight == 1)
          2.346        3.19682          3.349 (weight == 1)
        2.52844          3.563           3.37 (weight == 1)
          2.306        2.62646          2.624 (weight == 1)
        2.51065          3.317          3.949 (weight == 1)
          2.543          2.506          2.743 (weight == 1)
        2.58672          3.632            3.1 (weight == 1)
        2.33915        3.12676          3.327 (weight == 1)
        2.53013          3.896          3.339 (weight == 1)
          2.206        3.06997          3.498 (weight == 1)
        2.48944          2.415          2.122 (weight == 1)
          2.893        3.41967          2.898 (weight == 1)
          2.412        3.42193          3.768 (weight == 1)
        2.39617          3.082          3.135 (weight == 1)
          3.609        3.58228            3.4 (weight == 1)
          2.702          3.397          3.627 (weight == 1)
        2.81431          3.358          2.508 (weight == 1)
        2.48944          2.205          2.298 (weight == 1)
          2.764        3.39401          3.281 (weight == 1)
        2.45014          2.021          3.317 (weight == 1)
          2.371          2.722          3.116 (weight == 1)
            0.8          0.187          0.203 (weight == 1)
          0.074       0.812227          0.116 (weight == 1)
       0.370971          0.754           0.69 (weight == 1)
          0.107          0.705          0.954 (weight == 1)
          0.081       0.536307          0.936 (weight == 1)
       0.425237          0.474          0.976 (weight == 1)
          0.949          0.187          0.469 (weight == 1)
          0.269       0.376569          0.948 (weight == 1)
       0.425326       0.622136          0.767 (weight == 1)
          0.835          0.582          0.654 (weight == 1)
          0.291       0.621749          0.113 (weight == 1)
       0.208174          0.962          0.411 (weight == 1)
          0.297          0.143          0.898 (weight == 1)
       0.421516       0.643429          0.588 (weight == 1)
       0.417598       0.688912          0.682 (weight == 1)
       0.819914          0.197          0.556 (weight == 1)
          0.759       0.316093          0.019 (weight == 1)
       0.850977          0.159          0.224 (weight == 1)
          0.877         0.5983          0.774 (weight == 1)
       0.605975       0.417206          0.268 (weight == 1)
          0.562          0.283          0.931 (weight == 1)
          0.124       0.812088          0.283 (weight == 1)
       0.555298       0.462757          0.366 (weight == 1)
       0.499546          0.352          0.711 (weight == 1)
          0.006       0.813069          0.365 (weight == 1)
          0.531          0.468          0.425 (weight == 1)
       0.235128          0.969          0.432 (weight == 1)
           0.19          0.829            0.6 (weight == 1)
           0.96       0.416369          0.773 (weight == 1)
       0.408872       0.313012          0.986 (weight == 1)
       0.558275       0.460023          0.361 (weight == 1)
       0.238445          0.761          0.058 (weight == 1)
            0.1       0.812878          0.392 (weight == 1)
        0.41272       0.361272          0.934 (weight == 1)
          0.529          0.863          0.726 (weight == 1)
       0.458474          0.628          0.461 (weight == 1)
          0.198       0.806577          0.339 (weight == 1)
       0.419365       0.685179          0.697 (weight == 1)
       0.757721          0.306          0.404 (weight == 1)
       0.204466          0.745          0.169 (weight == 1)
       0.666626       0.363146          0.031 (weight == 1)
          0.521          0.529          0.032 (weight == 1)
       0.415795       0.668195          0.618 (weight == 1)
          0.373          0.264          0.563 (weight == 1)
          0.572       0.630765          0.705 (weight == 1)
       0.707925          0.297          0.574 (weight == 1)
       0.417541       0.426002          0.886 (weight == 1)
          0.954       0.211284          0.282 (weight == 1)
          0.132          0.835          0.335 (weight == 1)
       0.616688       0.407718          0.242 (weight == 1)
          3.289          3.668           3.18 (weight == 1)
          2.122        3.20131          3.029 (weight == 1)
