         2.2156         4.4982          4.243 (weight == 1)
         3.7367         3.5538         3.7614 (weight == 1)
         2.5037         3.1561         3.6361 (weight == 1)
         1.6556         2.9041         2.1818 (weight == 1)
         2.4501         3.8308         1.6613 (weight == 1)
         2.6633         4.9401         1.9702 (weight == 1)
        3.93463          1.069         3.7275 (weight == 1)
         2.1337         4.4863         4.5653 (weight == 1)
          1.369         2.4823         2.6296 (weight == 1)
         3.5438         3.2778         3.0115 (weight == 1)
         1.9073         4.2167         2.4366 (weight == 1)
         3.9166         2.3055         2.9086 (weight == 1)
         3.0221         3.2164         4.1211 (weight == 1)
         1.6682         4.0695         2.2598 (weight == 1)
         1.9426         2.8256         2.3016 (weight == 1)
         1.7393         3.1079         2.1194 (weight == 1)
         3.2467         4.8389         4.7629 (weight == 1)
         2.0199         3.7693         2.1381 (weight == 1)
         1.6476         4.8717         3.1418 (weight == 1)
         2.8995         2.7328         3.4828 (weight == 1)
         1.7793         3.3654         4.8345 (weight == 1)
         4.7821         4.7628          4.684 (weight == 1)
         1.3289         4.1748         1.2781 (weight == 1)
         3.0973          2.094         2.2156 (weight == 1)
         1.0923         1.0089         2.8037 (weight == 1)
         1.2289         3.1952         1.5612 (weight == 1)
         3.6974         1.4985         1.7291 (weight == 1)
         3.3441         3.9515         2.6533 (weight == 1)
         4.3336         1.8635          3.778 (weight == 1)
         1.8721         4.0283         2.3903 (weight == 1)
         4.3735         2.5352         3.7605 (weight == 1)
         2.8186         1.8463         4.9449 (weight == 1)
        2.02796         3.1569         1.2435 (weight == 1)
         4.7432         3.6979         4.2761 (weight == 1)
          2.806         2.6467         2.1589 (weight == 1)
          4.541         2.5741         3.1309 (weight == 1)
         4.9128         4.9497         3.4697 (weight == 1)
         1.6808         2.7478         3.4049 (weight == 1)
         2.9813         2.2397         4.6091 (weight == 1)
         4.7448         1.5739         4.4775 (weight == 1)
         2.2949         3.1544         1.9514 (weight == 1)
         2.5028         4.8164         3.5869 (weight == 1)
         3.2953         2.6477         3.5464 (weight == 1)
         2.8167         4.6053         1.9467 (weight == 1)
        2.10804         4.7498         1.2662 (weight == 1)
         2.9354         4.3485         2.6187 (weight == 1)
         4.9656         2.3958         2.8619 (weight == 1)
         2.6831         3.0898         1.6709 (weight == 1)
          2.288         2.0653         3.7205 (weight == 1)
         4.1749         3.4091         3.3414 (weight == 1)
          3.969         6.3206         4.1412 (weight == 1)
         6.0785         4.6483         3.5039 (weight == 1)
         6.0978         3.7062          6.535 (weight == 1)
         5.0345         5.6802         5.9645 (weight == 1)
         3.1287         4.5012         4.4647 (weight == 1)
         6.4666         5.2529         5.5261 (weight == 1)
         6.5907         3.0237         5.8723 (weight == 1)
         4.8103         4.6238         4.5922 (weight == 1)
         5.3579         4.1151         4.1088 (weight == 1)
         3.1482         3.6783         3.6774 (weight == 1)
         6.6656         3.2383         3.7599 (weight == 1)
          5.951         6.6855           4.83 (weight == 1)
        5.14918         3.4285         5.3805 (weight == 1)
         3.6528         6.4801         4.9774 (weight == 1)
          6.811         4.5431         6.0219 (weight == 1)
         6.4415         5.9719         4.9399 (weight == 1)
          5.575          6.402         3.6759 (weight == 1)
         6.7356         4.4731          5.829 (weight == 1)
         6.1008         6.1328         3.8987 (weight == 1)
         5.8022          6.126          6.136 (weight == 1)
         3.9106         4.9282         5.5829 (weight == 1)
         6.2997          4.699         4.0764 (weight == 1)
         3.5446           6.36         6.1904 (weight == 1)
         4.0618         5.7792         6.3732 (weight == 1)
         6.1317         3.8969          4.493 (weight == 1)
         3.9885         6.7727         5.2399 (weight == 1)
         3.4869         3.4774         6.2775 (weight == 1)
         6.6626         5.8521         5.1461 (weight == 1)
         4.9869         5.3639           3.33 (weight == 1)
         5.7565         6.6567         5.9531 (weight == 1)
         4.4613         6.5789         4.7983 (weight == 1)
         5.9296         4.6492          3.703 (weight == 1)
         6.2454         5.4812         3.2607 (weight == 1)
         5.2323         6.0726           3.23 (weight == 1)
         6.8937         5.9855         5.9905 (weight == 1)
          5.546          3.931         4.3303 (weight == 1)
        4.99185         3.0586          5.511 (weight == 1)
          3.777         3.8263         5.9862 (weight == 1)
         6.0343         3.9523         5.0717 (weight == 1)
         3.9126         6.3378         3.5831 (weight == 1)
         4.1888         5.6331         4.6545 (weight == 1)
         4.1118         6.4231         4.6959 (weight == 1)
         6.4905         4.5701          6.033 (weight == 1)
          6.264         6.5383         4.3348 (weight == 1)
         4.5222         4.9222         5.7561 (weight == 1)
         4.3929         5.3467         5.0549 (weight == 1)
         4.7354         3.7374         3.2236 (weight == 1)
         5.4183         4.4824         5.5234 (weight == 1)
         4.1675         3.5339         3.7394 (weight == 1)
         5.6044         6.3766          5.527 (weight == 1)
