        3.13017          2.309          3.753 (weight == 1)
           3.33          2.971          3.628 (weight == 1)
        3.31838          3.007          2.286 (weight == 1)
          3.582          3.731          3.651 (weight == 1)
        2.88294          2.851          3.728 (weight == 1)
          3.289          3.668           3.18 (weight == 1)
        3.35125          3.501          2.125 (weight == 1)
          2.122          3.602          3.029 (weight == 1)
        2.90386          2.793          3.378 (weight == 1)
          3.088          2.193          3.277 (weight == 1)
         3.3216          3.304          2.627 (weight == 1)
          2.996          3.486          2.404 (weight == 1)
        3.29258          2.939           2.34 (weight == 1)
           2.28          3.553          2.887 (weight == 1)
        3.35158          3.577          2.036 (weight == 1)
          2.278          2.569          2.022 (weight == 1)
        2.48699          3.707          2.804 (weight == 1)
          3.315          3.117           2.02 (weight == 1)
        3.10929          3.023          3.371 (weight == 1)
          3.756          2.098          2.756 (weight == 1)
        3.07326          2.904          3.126 (weight == 1)
          2.121          2.711          3.551 (weight == 1)
        2.92397          2.899          3.781 (weight == 1)
          2.459          2.106           2.16 (weight == 1)
        2.80209          3.357          3.052 (weight == 1)
          3.907          3.248          3.561 (weight == 1)
        3.31155          3.111          2.909 (weight == 1)
          2.306          3.784          3.875 (weight == 1)
        3.56107          3.928          3.349 (weight == 1)
          2.065          3.563           3.37 (weight == 1)
         2.9068          3.634          2.624 (weight == 1)
           3.59          3.317          3.949 (weight == 1)
        2.55432          3.632            3.1 (weight == 1)
          2.543          2.506          2.743 (weight == 1)
        3.22087          3.099          3.327 (weight == 1)
          3.862          3.896          3.339 (weight == 1)
         3.2747          3.145          3.498 (weight == 1)
          3.541          2.415          2.122 (weight == 1)
        3.11053          2.763          2.898 (weight == 1)
          2.412          2.636          3.768 (weight == 1)
        3.23854          3.082          3.135 (weight == 1)
          3.609          2.091            3.4 (weight == 1)
         3.5103          3.397          3.627 (weight == 1)
          3.556          3.358          2.508 (weight == 1)
        2.50133          2.205          2.298 (weight == 1)
          2.764          3.376          3.281 (weight == 1)
        3.35423          2.021          3.317 (weight == 1)
          2.371          2.722          3.116 (weight == 1)
        0.36425          0.187          0.203 (weight == 1)
          0.074          0.084          0.116 (weight == 1)
       0.530027          0.754           0.69 (weight == 1)
          0.081          0.327          0.936 (weight == 1)
       0.411829          0.705          0.954 (weight == 1)
          0.919          0.474          0.976 (weight == 1)
       0.421809          0.187          0.469 (weight == 1)
          0.269          0.497          0.948 (weight == 1)
       0.476996           0.97          0.767 (weight == 1)
          0.835          0.582          0.654 (weight == 1)
          0.365          0.437          0.113 (weight == 1)
            0.4          0.962          0.411 (weight == 1)
       0.461223          0.143          0.898 (weight == 1)
          0.476          0.748          0.588 (weight == 1)
       0.541365          0.725          0.682 (weight == 1)
          0.144          0.197          0.556 (weight == 1)
       0.423175          0.749          0.019 (weight == 1)
          0.877           0.31          0.774 (weight == 1)
       0.364536          0.159          0.224 (weight == 1)
          0.331          0.484          0.268 (weight == 1)
       0.436785          0.283          0.931 (weight == 1)
          0.124          0.825          0.283 (weight == 1)
       0.375515          0.171          0.366 (weight == 1)
          0.514          0.352          0.711 (weight == 1)
       0.379246          0.245          0.365 (weight == 1)
          0.531          0.468          0.425 (weight == 1)
       0.460681          0.969          0.432 (weight == 1)
           0.19          0.829            0.6 (weight == 1)
       0.598829           0.03          0.773 (weight == 1)
          0.739          0.978          0.986 (weight == 1)
        0.38313          0.313          0.361 (weight == 1)
            0.1          0.579          0.392 (weight == 1)
       0.427967          0.761          0.058 (weight == 1)
          0.144          0.584          0.934 (weight == 1)
        0.49455          0.863          0.726 (weight == 1)
          0.436          0.628          0.461 (weight == 1)
       0.397106           0.57          0.339 (weight == 1)
           0.96          0.404          0.697 (weight == 1)
       0.425034          0.745          0.169 (weight == 1)
           0.54          0.306          0.404 (weight == 1)
       0.364081          0.433          0.031 (weight == 1)
          0.521          0.529          0.032 (weight == 1)
       0.512971          0.729          0.618 (weight == 1)
          0.572          0.966          0.705 (weight == 1)
       0.536144          0.264          0.563 (weight == 1)
          0.271          0.297          0.574 (weight == 1)
        0.48069          0.426          0.886 (weight == 1)
          0.954          0.885          0.282 (weight == 1)
       0.449347          0.835          0.335 (weight == 1)
          0.606          0.911          0.242 (weight == 1)
        2.73527          3.668           3.18 (weight == 1)
          2.122          3.602          3.029 (weight == 1)
