?      ?      4.2430
3.7367 ?      3.7614
?      ?      3.6361
?      2.9041 2.1818
?      ?      1.6613
?      ?      1.9702
?      ?      3.7275
?      4.4863 4.5653
?      ?      2.6296
3.5438 ?      3.0115
?      ?      2.4366
3.9166 2.3055 2.9086
?      ?      4.1211
?      ?      2.2598
?      ?      2.3016
1.7393 3.1079 2.1194
?      ?      4.7629
?      ?      2.1381
?      ?      3.1418
?      2.7328 3.4828
?      ?      4.8345
4.7821 ?      4.6840
?      ?      1.2781
?      2.0940 2.2156
1.0923 ?      2.8037
?      ?      1.5612
3.6974 ?      1.7291
?      3.9515 2.6533
?      ?      3.7780
1.8721 ?      2.3903
?      ?      3.7605
?      1.8463 4.9449
?      ?      1.2435
4.7432 ?      4.2761
?      ?      2.1589
?      2.5741 3.1309
?      ?      3.4697
?      ?      3.4049
2.9813 ?      4.6091
?      1.5739 4.4775
?      ?      1.9514
2.5028 ?      3.5869
?      ?      3.5464
?      4.6053 1.9467
?      ?      1.2662
2.9354 ?      2.6187
?      ?      2.8619
2.6831 3.0898 1.6709
?      ?      3.7205
4.1749 ?      3.3414
?      ?      4.1412
?      4.6483 3.5039
?      ?      6.5350
?      ?      5.9645
3.1287 ?      4.4647
?      5.2529 5.5261
?      ?      5.8723
?      ?      4.5922
5.3579 ?      4.1088
?      3.6783 3.6774
?      ?      3.7599
?      ?      4.8300
?      ?      5.3805
?      6.4801 4.9774
?      ?      6.0219
?      ?      4.9399
5.5750 ?      3.6759
?      4.4731 5.8290
?      ?      3.8987
5.8022 ?      6.1360
?      ?      5.5829
?      4.6990 4.0764
?      ?      6.1904
?      ?      6.3732
6.1317 ?      4.4930
?      6.7727 5.2399
3.4869 ?      6.2775
?      ?      5.1461
?      ?      3.3300
?      6.6567 5.9531
?      ?      4.7983
5.9296 ?      3.7030
?      ?      3.2607
?      6.0726 3.2300
?      ?      5.9905
5.5460 ?      4.3303
?      ?      5.5110
3.7770 3.8263 5.9862
?      ?      5.0717
3.9126 ?      3.5831
?      ?      4.6545
?      6.4231 4.6959
?      ?      6.0330
?      ?      4.3348
4.5222 ?      5.7561
?      5.3467 5.0549
?      ?      3.2236
5.4183 ?      5.5234
?      ?      3.7394
?      6.3766 5.5270
