?      4.4982 4.2430
3.7367 ?      3.7614
?      3.1561 3.6361
1.6556 ?      2.1818
?      3.8308 1.6613
2.6633 ?      1.9702
?      1.0690 3.7275
?      ?      4.5653
?      2.4823 2.6296
3.5438 ?      3.0115
?      4.2167 2.4366
3.9166 ?      2.9086
3.0221 3.2164 4.1211
?      ?      2.2598
?      2.8256 2.3016
1.7393 ?      2.1194
?      4.8389 4.7629
2.0199 ?      2.1381
?      ?      3.1418
2.8995 2.7328 3.4828
?      ?      4.8345
4.7821 4.7628 4.6840
?      ?      1.2781
?      2.0940 2.2156
1.0923 ?      2.8037
?      3.1952 1.5612
3.6974 ?      1.7291
?      3.9515 2.6533
?      ?      3.7780
1.8721 4.0283 2.3903
?      ?      3.7605
?      1.8463 4.9449
?      ?      1.2435
4.7432 3.6979 4.2761
?      ?      2.1589
4.5410 2.5741 3.1309
?      ?      3.4697
?      2.7478 3.4049
2.9813 2.2397 4.6091
4.7448 ?      4.4775
?      3.1544 1.9514
2.5028 ?      3.5869
3.2953 2.6477 3.5464
2.8167 ?      1.9467
?      4.7498 1.2662
2.9354 ?      2.6187
?      2.3958 2.8619
2.6831 ?      1.6709
?      2.0653 3.7205
4.1749 ?      3.3414
?      6.3206 4.1412
6.0785 ?      3.5039
6.0978 3.7062 6.5350
?      ?      5.9645
3.1287 4.5012 4.4647
6.4666 ?      5.5261
6.5907 3.0237 5.8723
?      ?      4.5922
5.3579 4.1151 4.1088
?      ?      3.6774
6.6656 3.2383 3.7599
5.9510 ?      4.8300
?      3.4285 5.3805
?      ?      4.9774
?      4.5431 6.0219
?      ?      4.9399
5.5750 6.4020 3.6759
6.7356 ?      5.8290
?      6.1328 3.8987
5.8022 ?      6.1360
?      4.9282 5.5829
6.2997 ?      4.0764
?      6.3600 6.1904
4.0618 ?      6.3732
6.1317 3.8969 4.4930
?      ?      5.2399
3.4869 3.4774 6.2775
?      ?      5.1461
4.9869 5.3639 3.3300
?      ?      5.9531
4.4613 6.5789 4.7983
5.9296 ?      3.7030
6.2454 5.4812 3.2607
?      ?      3.2300
?      5.9855 5.9905
5.5460 ?      4.3303
?      3.0586 5.5110
3.7770 ?      5.9862
6.0343 3.9523 5.0717
3.9126 ?      3.5831
?      5.6331 4.6545
4.1118 ?      4.6959
?      4.5701 6.0330
?      ?      4.3348
4.5222 4.9222 5.7561
?      ?      5.0549
4.7354 3.7374 3.2236
5.4183 ?      5.5234
?      3.5339 3.7394
?      ?      5.5270
