2.2156 4.4982 4.2430
3.7367 3.5538 3.7614
?      3.1561 3.6361
1.6556 2.9041 2.1818
2.4501 3.8308 1.6613
2.6633 4.9401 1.9702
?      1.0690 3.7275
2.1337 4.4863 4.5653
1.3690 2.4823 2.6296
3.5438 3.2778 3.0115
?      4.2167 2.4366
3.9166 2.3055 2.9086
3.0221 3.2164 4.1211
1.6682 4.0695 2.2598
?      2.8256 2.3016
1.7393 3.1079 2.1194
?      4.8389 4.7629
2.0199 3.7693 2.1381
1.6476 4.8717 3.1418
2.8995 2.7328 3.4828
1.7793 3.3654 4.8345
4.7821 4.7628 4.6840
?      4.1748 1.2781
?      2.0940 2.2156
1.0923 1.0089 2.8037
1.2289 3.1952 1.5612
3.6974 1.4985 1.7291
3.3441 3.9515 2.6533
?      1.8635 3.7780
1.8721 4.0283 2.3903
4.3735 2.5352 3.7605
2.8186 1.8463 4.9449
?      3.1569 1.2435
4.7432 3.6979 4.2761
2.8060 2.6467 2.1589
4.5410 2.5741 3.1309
4.9128 4.9497 3.4697
1.6808 2.7478 3.4049
2.9813 2.2397 4.6091
4.7448 1.5739 4.4775
?      3.1544 1.9514
2.5028 4.8164 3.5869
3.2953 2.6477 3.5464
2.8167 4.6053 1.9467
?      4.7498 1.2662
2.9354 4.3485 2.6187
4.9656 2.3958 2.8619
2.6831 3.0898 1.6709
2.2880 2.0653 3.7205
4.1749 3.4091 3.3414
3.9690 6.3206 4.1412
6.0785 4.6483 3.5039
6.0978 3.7062 6.5350
?      5.6802 5.9645
3.1287 4.5012 4.4647
6.4666 5.2529 5.5261
6.5907 3.0237 5.8723
?      4.6238 4.5922
5.3579 4.1151 4.1088
3.1482 3.6783 3.6774
6.6656 3.2383 3.7599
5.9510 6.6855 4.8300
?      3.4285 5.3805
3.6528 6.4801 4.9774
6.8110 4.5431 6.0219
6.4415 5.9719 4.9399
5.5750 6.4020 3.6759
6.7356 4.4731 5.8290
?      6.1328 3.8987
5.8022 6.1260 6.1360
3.9106 4.9282 5.5829
6.2997 4.6990 4.0764
?      6.3600 6.1904
4.0618 5.7792 6.3732
6.1317 3.8969 4.4930
3.9885 6.7727 5.2399
3.4869 3.4774 6.2775
?      5.8521 5.1461
4.9869 5.3639 3.3300
5.7565 6.6567 5.9531
4.4613 6.5789 4.7983
5.9296 4.6492 3.7030
6.2454 5.4812 3.2607
5.2323 6.0726 3.2300
6.8937 5.9855 5.9905
5.5460 3.9310 4.3303
?      3.0586 5.5110
3.7770 3.8263 5.9862
6.0343 3.9523 5.0717
3.9126 6.3378 3.5831
?      5.6331 4.6545
4.1118 6.4231 4.6959
6.4905 4.5701 6.0330
6.2640 6.5383 4.3348
4.5222 4.9222 5.7561
4.3929 5.3467 5.0549
4.7354 3.7374 3.2236
5.4183 4.4824 5.5234
?      3.5339 3.7394
5.6044 6.3766 5.5270
